configuration,seed,step,train_accuracy,train_cross_entropy,test_accuracy,centered_logit_rms,total_parameter_norm
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,420,1.0,0.0002612128446344286,0.0,4.011307716369629,27.282622966136042
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,440,1.0,0.00021425409067887813,0.0,4.071697235107422,27.426973067176633
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,460,1.0,0.00017566823225934058,0.0,4.13394021987915,27.574569300974055
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,480,1.0,0.00014392862794920802,0.0,4.198208332061768,27.720278467451244
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,500,1.0,0.00011793732119258493,0.0,4.261858940124512,27.862687634412698
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,520,1.0,9.689251601230353e-05,0.0,4.321900367736816,28.002973501934953
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,540,1.0,7.94833613326773e-05,0.0,4.378098964691162,28.145781388872063
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,560,1.0,6.525292701553553e-05,0.0,4.433450698852539,28.28609825796655
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,580,1.0,5.36022380401846e-05,0.0,4.488570690155029,28.423600189939407
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,600,1.0,4.4107458961661905e-05,0.0,4.543263912200928,28.560219129563325
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,620,1.0,3.62461905751843e-05,0.0,4.598432540893555,28.697074984378606
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,640,1.0,2.9838136470061727e-05,0.0,4.6523966789245605,28.83226729941115
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,660,1.0,2.4558867153245956e-05,0.0,4.705855369567871,28.965735080309667
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,680,1.0,2.0239447621861473e-05,0.0,4.758768558502197,29.09668098948905
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,700,1.0,1.6679827240295708e-05,0.0,4.811922073364258,29.22401611496537
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,720,1.0,1.3750433026871178e-05,0.0,4.863431453704834,29.347614368707667
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,740,1.0,1.1366279068170115e-05,0.0,4.914328575134277,29.466388339878208
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,760,1.0,9.395718734594993e-06,0.0,4.968326568603516,29.579186249099443
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,780,1.0,7.779670340823941e-06,0.0,5.020451068878174,29.68401722634126
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,800,1.0,6.436242983909324e-06,0.0,5.0756144523620605,29.782000527034338
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,820,1.0,5.333305125532206e-06,0.0,5.130666732788086,29.86520241954695
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,840,1.0,4.426282430358697e-06,0.0,5.185564041137695,29.934174714016677
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,860,1.0,3.69548092749028e-06,0.0,5.240911960601807,29.989110235844674
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,880,1.0,3.0787043669988634e-06,0.0,5.293359756469727,30.030896004553938
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,900,1.0,2.580100272098207e-06,0.0,5.345003604888916,30.0545238823452
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,920,1.0,2.1696064322895836e-06,0.0,5.394440174102783,30.05665033188179
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,940,1.0,1.8327115185456933e-06,0.0,5.438431739807129,30.040207178526426
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,960,1.0,1.5383169511551387e-06,0.0,5.486489772796631,30.010124277176306
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,980,1.0,1.3278869346322608e-06,0.0,5.518326759338379,29.946550115815825
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1000,1.0,1.1247130942138028e-06,0.0,5.561375141143799,29.87659656977936
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1020,1.0,9.50564071899862e-07,0.0,5.61041259765625,29.796061071221914
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1040,1.0,8.147692369675497e-07,0.0,5.644359588623047,29.674082243492705
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1060,1.0,7.04889600910974e-07,0.0,5.688530921936035,29.56085010898772
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1080,1.0,6.136686465652019e-07,0.0,5.7291035652160645,29.42594665866983
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1100,1.0,5.525091069102928e-07,0.0,5.749608993530273,29.259515479843515
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1120,1.0,5.100084194964438e-07,0.0,5.742122650146484,29.077959324474126
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1140,1.0,4.778737547894707e-07,0.0,5.721956729888916,28.89347059248052
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1160,1.0,4.374462321266037e-07,0.0,5.707406044006348,28.72882812195429
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1180,1.0,4.115311753594142e-07,0.0,5.7081298828125,28.578098724088605
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1200,1.0,3.7317687429094804e-07,0.0,5.724677085876465,28.43557666738694
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1220,1.0,3.482984141101042e-07,0.0,5.7257232666015625,28.28320870431634
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1240,1.0,3.2445655051560607e-07,0.0,5.7175445556640625,28.14320610991048
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1260,1.0,3.1927353916216816e-07,0.0,5.714930057525635,28.02419773009909
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1280,1.0,3.0061468692110793e-07,0.0,5.720938205718994,27.919622643586507
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1300,1.0,2.9128528922228725e-07,0.0,5.722244739532471,27.82910007635534
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1320,1.0,2.840290562744485e-07,0.0,5.727258682250977,27.750108594983345
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1340,1.0,2.72626436981227e-07,0.0,5.728715419769287,27.67719457557983
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1360,1.0,2.612238176880055e-07,0.0,5.729244232177734,27.616091383324704
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1380,1.0,2.58113999507259e-07,0.0,5.7319817543029785,27.5657284885935
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1400,1.0,2.560408063345676e-07,0.0,5.725686073303223,27.516587512983417
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1420,1.0,2.43601562033291e-07,0.0,5.71920108795166,27.47492419112764
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1440,1.0,2.550042097482219e-07,0.0,5.712053298950195,27.439821398430972
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1460,1.0,2.487846018084383e-07,0.0,5.702383041381836,27.40849558228718
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1480,1.0,2.3427215012361557e-07,0.0,5.698192119598389,27.3862167236564
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1500,1.0,2.43601562033291e-07,0.0,5.689980506896973,27.362560788750137
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1520,1.0,2.446381870413461e-07,0.0,5.6861958503723145,27.345672186871273
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1540,1.0,2.43601562033291e-07,0.0,5.681966304779053,27.328753370458756
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1560,1.0,2.425649654469453e-07,0.0,5.678244590759277,27.313984415118025
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1580,1.0,2.404917722742539e-07,0.0,5.676031112670898,27.301476114129688
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1600,1.0,2.3427215012361557e-07,0.0,5.673033237457275,27.29044802854277
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1620,1.0,2.394551756879082e-07,0.0,5.671833515167236,27.279490629754413
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1640,1.0,2.3427215012361557e-07,0.0,5.6706013679504395,27.271125460175757
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1660,1.0,2.43601562033291e-07,0.0,5.666680812835693,27.261372766849856
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1680,1.0,2.404917722742539e-07,0.0,5.665328025817871,27.251629645972763
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1700,1.0,2.3427215012361557e-07,0.0,5.6646013259887695,27.248186163860602
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1720,1.0,2.3116234615372377e-07,0.0,5.664487838745117,27.24038724595008
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1740,1.0,2.3530876092081598e-07,0.0,5.661658763885498,27.233432244090146
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1760,1.0,2.2597933480028587e-07,0.0,5.663681507110596,27.22916644894196
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1780,1.0,2.3116234615372377e-07,0.0,5.65900182723999,27.22038992862021
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1800,1.0,2.3012574956737808e-07,0.0,5.659068584442139,27.215584062309354
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1820,1.0,2.3219894274006947e-07,0.0,5.6574859619140625,27.209679296395127
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1840,1.0,2.3323555353726988e-07,0.0,5.655982971191406,27.202986289116016
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1860,1.0,2.2908913877017767e-07,0.0,5.6561055183410645,27.199667792040174
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1880,1.0,2.3738195409350737e-07,0.0,5.65425968170166,27.19380182410007
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1900,1.0,2.3323555353726988e-07,0.0,5.653300762176514,27.18864880835533
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1920,1.0,2.3634535750716168e-07,0.0,5.651670932769775,27.184209650594134
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1940,1.0,2.2494272400308546e-07,0.0,5.6523919105529785,27.181033687784275
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1960,1.0,2.394551756879082e-07,0.0,5.651041030883789,27.176193880735077
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,1980,1.0,2.3116234615372377e-07,0.0,5.651197910308838,27.173972620885557
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2000,1.0,2.3738195409350737e-07,0.0,5.649181842803955,27.168164292972616
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2020,1.0,2.3116234615372377e-07,0.0,5.650566101074219,27.16605744547992
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2040,1.0,2.3323555353726988e-07,0.0,5.647946834564209,27.16080108943636
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2060,1.0,2.3530876092081598e-07,0.0,5.646592140197754,27.156981282454122
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2080,1.0,2.3427215012361557e-07,0.0,5.6445746421813965,27.15231700443379
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2100,1.0,2.2701593138663156e-07,0.0,5.645857334136963,27.151164875998404
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2120,1.0,2.3219894274006947e-07,0.0,5.640223979949951,27.144141677829907
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2140,1.0,2.2805254218383197e-07,0.0,5.640866756439209,27.142170775499448
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2160,1.0,2.2079632344684796e-07,0.0,5.641727924346924,27.14096671391114
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2180,1.0,2.2701593138663156e-07,0.0,5.63792085647583,27.135009774136638
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2200,1.0,2.3116234615372377e-07,0.0,5.636422157287598,27.132093931038202
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2220,1.0,2.3219894274006947e-07,0.0,5.635429859161377,27.128115499981238
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2240,1.0,2.3427215012361557e-07,0.0,5.631968021392822,27.123493398490105
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2260,1.0,2.2701593138663156e-07,0.0,5.631740093231201,27.121600708932576
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2280,1.0,2.3530876092081598e-07,0.0,5.6298723220825195,27.11842669428044
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2300,1.0,2.2805254218383197e-07,0.0,5.631714344024658,27.119931411708162
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2320,1.0,2.2908913877017767e-07,0.0,5.629643440246582,27.116105918368454
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2340,1.0,2.3219894274006947e-07,0.0,5.626199722290039,27.111888730465477
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2360,1.0,2.3738195409350737e-07,0.0,5.6228156089782715,27.10811503238092
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2380,1.0,2.3427215012361557e-07,0.0,5.6235575675964355,27.109209768422403
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2400,1.0,2.3219894274006947e-07,0.0,5.622045516967773,27.10625726983702
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2420,1.0,2.2805254218383197e-07,0.0,5.621567249298096,27.104305910076924
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2440,1.0,2.2494272400308546e-07,0.0,5.621347904205322,27.101511031006478
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2460,1.0,2.3116234615372377e-07,0.0,5.618502140045166,27.09786007290555
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2480,1.0,2.3634535750716168e-07,0.0,5.618902683258057,27.095168197941774
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2500,1.0,2.1872311606330186e-07,0.0,5.619359493255615,27.094786062755635
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2520,1.0,2.3738195409350737e-07,0.0,5.61263370513916,27.088174098170477
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2540,1.0,2.2183292003319366e-07,0.0,5.616459846496582,27.090958716882557
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2560,1.0,2.1872311606330186e-07,0.0,5.613759994506836,27.08719000556178
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2580,1.0,2.3427215012361557e-07,0.0,5.608089447021484,27.080794046170794
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2600,1.0,2.2701593138663156e-07,0.0,5.609044075012207,27.081271000793144
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2620,1.0,2.3116234615372377e-07,0.0,5.606621742248535,27.077110327941703
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2640,1.0,2.2597933480028587e-07,0.0,5.606240272521973,27.077618650042528
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2660,1.0,2.2494272400308546e-07,0.0,5.603302001953125,27.07453802717044
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2680,1.0,2.3219894274006947e-07,0.0,5.601236343383789,27.072124365038178
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2700,1.0,2.2908913877017767e-07,0.0,5.600454807281494,27.07183662778306
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2720,1.0,2.3012574956737808e-07,0.0,5.59967041015625,27.06895560191596
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2740,1.0,2.2701593138663156e-07,0.0,5.597611427307129,27.067819968281412
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2760,1.0,2.2390612741673976e-07,0.0,5.599100589752197,27.068443810552147
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2780,1.0,2.2597933480028587e-07,0.0,5.599305152893066,27.06801653453281
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2800,1.0,2.3116234615372377e-07,0.0,5.596750736236572,27.06416196681636
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2820,1.0,2.2908913877017767e-07,0.0,5.598049640655518,27.064578522237586
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2840,1.0,2.2805254218383197e-07,0.0,5.59776496887207,27.06326579296287
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2860,1.0,2.415283688605996e-07,0.0,5.594985485076904,27.058110731038145
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2880,1.0,2.2908913877017767e-07,0.0,5.5965189933776855,27.060463016641975
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2900,1.0,2.3219894274006947e-07,0.0,5.595230579376221,27.058027093103924
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2920,1.0,2.3219894274006947e-07,0.0,5.5975141525268555,27.058124624308217
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2940,1.0,2.2805254218383197e-07,0.0,5.5962138175964355,27.05683756660819
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2960,1.0,2.3323555353726988e-07,0.0,5.594048500061035,27.05445284290802
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,2980,1.0,2.3012574956737808e-07,0.0,5.592714786529541,27.053978537138057
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3000,1.0,2.3427215012361557e-07,0.0,5.592474460601807,27.052943062018937
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3020,1.0,2.2286953083039407e-07,0.0,5.593793869018555,27.054110899873187
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3040,1.0,2.2908913877017767e-07,0.0,5.590363502502441,27.04935818376474
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3060,1.0,2.2390612741673976e-07,0.0,5.58978796005249,27.04772184485931
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3080,1.0,2.3219894274006947e-07,0.0,5.586671829223633,27.045313738088524
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3100,1.0,2.3219894274006947e-07,0.0,5.586770534515381,27.045002418584055
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3120,1.0,2.1872311606330186e-07,0.0,5.589151382446289,27.0458817500709
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3140,1.0,2.3841856489070778e-07,0.0,5.584939002990723,27.03988085247854
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3160,1.0,2.2494272400308546e-07,0.0,5.5865702629089355,27.04146793309061
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3180,1.0,2.3219894274006947e-07,0.0,5.585938930511475,27.04009685464332
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3200,1.0,2.2494272400308546e-07,0.0,5.585023880004883,27.039006786975587
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3220,1.0,2.3427215012361557e-07,0.0,5.582993507385254,27.03675640134724
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3240,1.0,2.3219894274006947e-07,0.0,5.5829901695251465,27.037330650824664
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3260,1.0,2.3012574956737808e-07,0.0,5.581677436828613,27.034890057686265
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3280,1.0,2.2805254218383197e-07,0.0,5.58155632019043,27.034969563552803
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3300,1.0,2.3427215012361557e-07,0.0,5.580292701721191,27.03189289454244
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3320,1.0,2.2183292003319366e-07,0.0,5.581539154052734,27.033800021618003
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3340,1.0,2.3012574956737808e-07,0.0,5.579981327056885,27.031973728287156
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3360,1.0,2.2701593138663156e-07,0.0,5.580005645751953,27.031636356088967
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3380,1.0,2.2597933480028587e-07,0.0,5.578643798828125,27.029352488814567
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3400,1.0,2.2805254218383197e-07,0.0,5.577869415283203,27.028544320756115
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3420,1.0,2.2597933480028587e-07,0.0,5.579222202301025,27.03006694824795
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3440,1.0,2.3012574956737808e-07,0.0,5.576949119567871,27.026466231077617
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3460,1.0,2.2079632344684796e-07,0.0,5.578293323516846,27.02710151307947
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3480,1.0,2.3427215012361557e-07,0.0,5.575624465942383,27.02557026488198
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3500,1.0,2.2494272400308546e-07,0.0,5.577004432678223,27.02721123271492
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3520,1.0,2.2597933480028587e-07,0.0,5.576050758361816,27.024945528227075
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3540,1.0,2.3116234615372377e-07,0.0,5.575082778930664,27.022973299371923
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",11,3560,1.0,2.2494272400308546e-07,0.0,5.5768513679504395,27.023972603478107
