configuration,seed,step,train_accuracy,train_cross_entropy,test_accuracy,centered_logit_rms,total_parameter_norm
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,540,1.0,7.519941573264077e-05,0.0,4.2822957038879395,28.491136839841715
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,560,1.0,6.180644413689151e-05,0.0,4.336580276489258,28.629518330659785
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,580,1.0,5.080253322375938e-05,0.0,4.391958236694336,28.76731606498096
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,600,1.0,4.180318137514405e-05,0.0,4.449346542358398,28.903301526141103
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,620,1.0,3.440213549765758e-05,0.0,4.506974220275879,29.037867228197577
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,640,1.0,2.8333031877991743e-05,0.0,4.565225124359131,29.168668493239608
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,660,1.0,2.3327414965024218e-05,0.0,4.623799800872803,29.295477144505252
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,680,1.0,1.9243292626924813e-05,0.0,4.682825565338135,29.419412286373
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,700,1.0,1.5868177797528915e-05,0.0,4.743344306945801,29.542108963401496
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,720,1.0,1.3116040463501122e-05,0.0,4.805296897888184,29.659597391311227
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,740,1.0,1.0830362043634523e-05,0.0,4.866353988647461,29.7718437124641
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,760,1.0,8.945838089857716e-06,0.0,4.926033020019531,29.876072945180876
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,780,1.0,7.406496024486842e-06,0.0,4.987062454223633,29.970814752960585
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,800,1.0,6.155325991130667e-06,0.0,5.047416687011719,30.054979489132865
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,820,1.0,5.105253876536153e-06,0.0,5.106791019439697,30.128017966054927
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,840,1.0,4.237621396896429e-06,0.0,5.1673502922058105,30.18924572454168
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,860,1.0,3.546210564309149e-06,0.0,5.223580837249756,30.23327144135476
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,880,1.0,2.9574223390227417e-06,0.0,5.278181076049805,30.260539011146086
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,900,1.0,2.4774767553026322e-06,0.0,5.336179256439209,30.275526549801302
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,920,1.0,2.088751671180944e-06,0.0,5.390768051147461,30.266308785653052
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,940,1.0,1.7663689959590556e-06,0.0,5.440688610076904,30.24004182032654
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,960,1.0,1.500999360359856e-06,0.0,5.484470844268799,30.188402262644964
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,980,1.0,1.2822764574593748e-06,0.0,5.527527809143066,30.11827920431505
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1000,1.0,1.0832491170731373e-06,0.0,5.578751087188721,30.034295015295474
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1020,1.0,9.27758833313419e-07,0.0,5.622575759887695,29.921356024864505
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1040,1.0,7.981836915860185e-07,0.0,5.668689250946045,29.797950116203396
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1060,1.0,6.748281293766922e-07,0.0,5.7268147468566895,29.665471942280895
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1080,1.0,6.126320499788562e-07,0.0,5.752481937408447,29.49327983937282
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1100,1.0,5.483626637214911e-07,0.0,5.767848968505859,29.320422779344813
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1120,1.0,5.110449592393707e-07,0.0,5.768799781799316,29.13182764063144
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1140,1.0,4.6647110707453976e-07,0.0,5.771198749542236,28.948603178972906
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1160,1.0,4.3537303895391233e-07,0.0,5.769466876983643,28.765913777908406
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1180,1.0,3.9390891970469966e-07,0.0,5.772871494293213,28.59381262225685
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1200,1.0,3.8146970382513246e-07,0.0,5.771591663360596,28.419998275659932
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1220,1.0,3.431154027566663e-07,0.0,5.773634910583496,28.2732761880929
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1240,1.0,3.2445655051560607e-07,0.0,5.779776573181152,28.13401331965949
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1260,1.0,3.0994411304163805e-07,0.0,5.792610168457031,28.010770345182518
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1280,1.0,2.9543167556767003e-07,0.0,5.804470539093018,27.899642527762307
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1300,1.0,2.850656528607942e-07,0.0,5.808969020843506,27.79785226057373
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1320,1.0,2.64333635868752e-07,0.0,5.817760944366455,27.7146946460084
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1340,1.0,2.612238176880055e-07,0.0,5.8209686279296875,27.640834068227388
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1360,1.0,2.58113999507259e-07,0.0,5.824188709259033,27.57793101463942
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1380,1.0,2.518943915674754e-07,0.0,5.820291042327881,27.517219517549876
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1400,1.0,2.477479768003832e-07,0.0,5.818892002105713,27.470917924031532
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1420,1.0,2.456747836276918e-07,0.0,5.8150763511657715,27.427999577780586
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1440,1.0,2.415283688605996e-07,0.0,5.809970378875732,27.39171320515402
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1460,1.0,2.49821198394784e-07,0.0,5.802179336547852,27.3570113833005
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1480,1.0,2.456747836276918e-07,0.0,5.796474456787109,27.328977140736235
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1500,1.0,2.49821198394784e-07,0.0,5.789192199707031,27.30416016337747
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1520,1.0,2.425649654469453e-07,0.0,5.7834601402282715,27.28362193514077
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1540,1.0,2.3427215012361557e-07,0.0,5.775918960571289,27.264315947426752
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1560,1.0,2.43601562033291e-07,0.0,5.765522480010986,27.241539475573767
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1580,1.0,2.43601562033291e-07,0.0,5.7606329917907715,27.226176848029432
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1600,1.0,2.456747836276918e-07,0.0,5.754376411437988,27.208762929453957
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1620,1.0,2.3116234615372377e-07,0.0,5.75353479385376,27.199454162254813
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1640,1.0,2.415283688605996e-07,0.0,5.748878479003906,27.186504105414805
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1660,1.0,2.3634535750716168e-07,0.0,5.745357513427734,27.171948786838072
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1680,1.0,2.2701593138663156e-07,0.0,5.7474822998046875,27.167022446621132
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1700,1.0,2.3323555353726988e-07,0.0,5.742315769195557,27.153744605515357
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1720,1.0,2.3738195409350737e-07,0.0,5.741206645965576,27.144659374637563
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1740,1.0,2.2701593138663156e-07,0.0,5.742673873901367,27.138720792804445
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1760,1.0,2.3323555353726988e-07,0.0,5.741146564483643,27.12956504195028
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1780,1.0,2.446381870413461e-07,0.0,5.740025520324707,27.121230433792103
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1800,1.0,2.3738195409350737e-07,0.0,5.737791061401367,27.11488455403259
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1820,1.0,2.415283688605996e-07,0.0,5.737400531768799,27.10739926368853
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1840,1.0,2.2701593138663156e-07,0.0,5.737744331359863,27.100262517065367
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1860,1.0,2.3219894274006947e-07,0.0,5.736304759979248,27.094653394310306
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1880,1.0,2.2494272400308546e-07,0.0,5.738210201263428,27.088858699472883
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1900,1.0,2.3219894274006947e-07,0.0,5.734926700592041,27.081591619970585
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1920,1.0,2.3634535750716168e-07,0.0,5.734646797180176,27.075664378770828
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1940,1.0,2.2908913877017767e-07,0.0,5.736095428466797,27.072540470339625
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1960,1.0,2.3219894274006947e-07,0.0,5.733455181121826,27.064511757608457
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,1980,1.0,2.43601562033291e-07,0.0,5.731740474700928,27.058716860987946
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2000,1.0,2.3427215012361557e-07,0.0,5.730247974395752,27.053253614683037
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2020,1.0,2.3738195409350737e-07,0.0,5.7290849685668945,27.04757493154343
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2040,1.0,2.3012574956737808e-07,0.0,5.727056503295898,27.04092938318129
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2060,1.0,2.3116234615372377e-07,0.0,5.726074695587158,27.034646706468322
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2080,1.0,2.3219894274006947e-07,0.0,5.72460412979126,27.029937272428324
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2100,1.0,2.2597933480028587e-07,0.0,5.72480583190918,27.02510588647091
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2120,1.0,2.2805254218383197e-07,0.0,5.724809646606445,27.02080639091605
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2140,1.0,2.2701593138663156e-07,0.0,5.72216796875,27.01442399216527
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2160,1.0,2.3012574956737808e-07,0.0,5.719691276550293,27.007818583249886
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2180,1.0,2.2805254218383197e-07,0.0,5.717794895172119,27.003429640788475
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2200,1.0,2.404917722742539e-07,0.0,5.713991165161133,26.99669156292503
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2220,1.0,2.2908913877017767e-07,0.0,5.715084075927734,26.99437029286925
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2240,1.0,2.43601562033291e-07,0.0,5.711634635925293,26.988212628223447
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2260,1.0,2.2597933480028587e-07,0.0,5.710074424743652,26.984985231472866
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2280,1.0,2.2494272400308546e-07,0.0,5.710324764251709,26.982322616837436
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2300,1.0,2.3634535750716168e-07,0.0,5.707484245300293,26.97654549806976
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2320,1.0,2.2494272400308546e-07,0.0,5.70983362197876,26.97475899476625
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2340,1.0,2.2183292003319366e-07,0.0,5.708990097045898,26.970328271480597
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2360,1.0,2.404917722742539e-07,0.0,5.705527305603027,26.96323716867274
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2380,1.0,2.2183292003319366e-07,0.0,5.7058892250061035,26.961146509139958
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2400,1.0,2.3219894274006947e-07,0.0,5.706449508666992,26.95692785642412
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2420,1.0,2.2494272400308546e-07,0.0,5.706258296966553,26.95234655290374
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2440,1.0,2.2390612741673976e-07,0.0,5.705360412597656,26.950831110046813
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2460,1.0,2.3116234615372377e-07,0.0,5.702921390533447,26.945889827751884
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2480,1.0,2.3634535750716168e-07,0.0,5.702287673950195,26.94246830942605
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2500,1.0,2.2183292003319366e-07,0.0,5.703004837036133,26.940356168937637
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2520,1.0,2.3738195409350737e-07,0.0,5.702043533325195,26.93478064424601
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2540,1.0,2.2183292003319366e-07,0.0,5.700306415557861,26.930726288358922
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2560,1.0,2.2286953083039407e-07,0.0,5.699591159820557,26.92605704609569
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2580,1.0,2.394551756879082e-07,0.0,5.697006702423096,26.919870359401365
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2600,1.0,2.2390612741673976e-07,0.0,5.698286056518555,26.918513804546507
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2620,1.0,2.2183292003319366e-07,0.0,5.699056148529053,26.91572469385969
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2640,1.0,2.3219894274006947e-07,0.0,5.698736667633057,26.912954546690255
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2660,1.0,2.2597933480028587e-07,0.0,5.6984710693359375,26.909110698635608
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2680,1.0,2.2494272400308546e-07,0.0,5.695566654205322,26.904223787488746
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2700,1.0,2.1975971264964755e-07,0.0,5.697027683258057,26.903597033989765
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2720,1.0,2.3323555353726988e-07,0.0,5.6945061683654785,26.897535329388557
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2740,1.0,2.2286953083039407e-07,0.0,5.694750785827637,26.8960509763398
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2760,1.0,2.2494272400308546e-07,0.0,5.694240093231201,26.893162444108484
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2780,1.0,2.2390612741673976e-07,0.0,5.694399833679199,26.891316157355956
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2800,1.0,2.3530876092081598e-07,0.0,5.693492889404297,26.888292922462533
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2820,1.0,2.2390612741673976e-07,0.0,5.691380977630615,26.885704846842803
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2840,1.0,2.2805254218383197e-07,0.0,5.689882755279541,26.882586421189863
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2860,1.0,2.3012574956737808e-07,0.0,5.6914215087890625,26.88351133952146
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2880,1.0,2.2805254218383197e-07,0.0,5.687341213226318,26.87700185789078
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2900,1.0,2.3012574956737808e-07,0.0,5.688406944274902,26.876857594171383
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2920,1.0,2.1975971264964755e-07,0.0,5.689129829406738,26.876645321712274
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2940,1.0,2.2701593138663156e-07,0.0,5.685911655426025,26.871241642888403
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2960,1.0,2.2597933480028587e-07,0.0,5.685203552246094,26.868934067714257
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,2980,1.0,2.2183292003319366e-07,0.0,5.685561656951904,26.867861409654058
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3000,1.0,2.2494272400308546e-07,0.0,5.682379722595215,26.861319401642085
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3020,1.0,2.2908913877017767e-07,0.0,5.684607982635498,26.862875053275452
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3040,1.0,2.2908913877017767e-07,0.0,5.68186616897583,26.858442880574298
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3060,1.0,2.2805254218383197e-07,0.0,5.68056583404541,26.855353440794445
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3080,1.0,2.3738195409350737e-07,0.0,5.67720365524292,26.850925442686897
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3100,1.0,2.1768651947695616e-07,0.0,5.679690361022949,26.85077268224303
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3120,1.0,2.1561331209341006e-07,0.0,5.679005146026611,26.849168612165116
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3140,1.0,2.2390612741673976e-07,0.0,5.676835536956787,26.84544529354274
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3160,1.0,2.2805254218383197e-07,0.0,5.676919460296631,26.842652572268182
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3180,1.0,2.1664990867975575e-07,0.0,5.676932334899902,26.841955005319722
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3200,1.0,2.2494272400308546e-07,0.0,5.675332546234131,26.837628421326688
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3220,1.0,2.3012574956737808e-07,0.0,5.67466926574707,26.83409920773083
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3240,1.0,2.2494272400308546e-07,0.0,5.675028324127197,26.83349315220282
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3260,1.0,2.2908913877017767e-07,0.0,5.6748552322387695,26.829876458755365
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3280,1.0,2.2597933480028587e-07,0.0,5.674343585968018,26.828164366132746
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3300,1.0,2.1768651947695616e-07,0.0,5.678215026855469,26.830696715079355
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3320,1.0,2.2079632344684796e-07,0.0,5.675436973571777,26.825915448508038
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3340,1.0,2.2390612741673976e-07,0.0,5.675740718841553,26.825744036623945
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3360,1.0,2.2390612741673976e-07,0.0,5.673697471618652,26.82215837912243
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3380,1.0,2.2597933480028587e-07,0.0,5.67429256439209,26.822197885118534
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3400,1.0,2.2183292003319366e-07,0.0,5.672850608825684,26.818983029507084
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3420,1.0,2.2805254218383197e-07,0.0,5.673808574676514,26.81832300079877
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3440,1.0,2.2701593138663156e-07,0.0,5.67362117767334,26.815939500062292
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3460,1.0,2.1561331209341006e-07,0.0,5.674731731414795,26.817541000339954
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3480,1.0,2.1457670129620965e-07,0.0,5.674296855926514,26.816366588281408
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3500,1.0,2.1872311606330186e-07,0.0,5.6732306480407715,26.813808228543724
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3520,1.0,2.2805254218383197e-07,0.0,5.671748638153076,26.81022394243323
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3540,1.0,2.2079632344684796e-07,0.0,5.6702094078063965,26.808748036212982
"A(p=17,f=0.40,h=128,lr=0.01,wd=1.0,max=40000)",22,3560,1.0,2.2390612741673976e-07,0.0,5.667205333709717,26.80474119934699
