analysis,block_id,start_seed,end_seed,selected_rule,U_dev,N_eligible,U_hold,H,D,n_eligible_rules
overlapping,279,279,326,1,0.278405452794,6136,0.287228640592,1.03169186419,1,6
overlapping,280,280,327,1,0.280769886676,6104,0.283812731128,1.01083750287,1,6
overlapping,281,281,328,1,0.28516573108,6122,0.285584203486,1.00146747088,1,6
overlapping,282,282,329,1,0.290941730638,6122,0.28896631139,0.993210258135,1,6
overlapping,283,283,330,1,0.285198400847,6117,0.285609770824,1.00144239931,1,6
overlapping,284,284,331,1,0.281960309087,6118,0.28200593085,1.00016180208,1,6
overlapping,285,285,332,1,0.279800560315,6125,0.274325873739,0.980433611105,1,6
overlapping,286,286,333,1,0.277808290432,6140,0.272953080948,0.982523165612,1,6
overlapping,287,287,334,1,0.277681816609,6149,0.27007665757,0.972611965985,1,6
overlapping,288,288,335,1,0.271220242625,6147,0.273641026934,1.00892552962,1,6
overlapping,289,289,336,1,0.273639161375,6154,0.273812678704,1.00063411,1,6
overlapping,290,290,337,1,0.283670613542,6165,0.266583080383,0.939762765887,1,6
overlapping,291,291,338,1,0.277087857632,6169,0.268870311665,0.970343175494,1,6
overlapping,292,292,339,1,0.273487343862,6170,0.276233101456,1.01003979766,1,6
overlapping,293,293,340,1,0.288434654813,6188,0.26906794801,0.932855825471,1,6
overlapping,294,294,341,1,0.288690592036,6201,0.265068805392,0.918176112086,1,6
overlapping,295,295,342,1,0.300905645632,6185,0.273206556311,0.9079475918,1,6
overlapping,296,296,343,1,0.299101487786,6169,0.279059994535,0.932994337812,1,6
overlapping,297,297,344,1,0.29670005363,6165,0.277796147693,0.93628613913,1,6
overlapping,298,298,345,1,0.295430904585,6169,0.280620507275,0.949868490128,1,6
overlapping,299,299,346,1,0.288915989574,6176,0.269800093914,0.933835798816,1,6
overlapping,300,300,347,1,0.290488661453,6190,0.267873732824,0.92214867005,1,6
overlapping,301,301,348,1,0.296049853001,6179,0.261874941817,0.884563661026,1,6
overlapping,302,302,349,1,0.294446717767,6163,0.261372931123,0.887674799383,1,6
overlapping,303,303,350,1,0.290619292056,6152,0.270460357249,0.930634560891,1,6
overlapping,304,304,351,1,0.28392363847,6139,0.269052828816,0.947623911364,1,6
overlapping,305,305,352,1,0.281512123303,6131,0.269939389869,0.958890816856,1,6
overlapping,306,306,353,1,0.281615233702,6140,0.273811738001,0.972290221666,1,6
overlapping,307,307,354,1,0.286144829165,6162,0.272570178873,0.952560211097,1,6
overlapping,308,308,355,1,0.290905688904,6164,0.284104570382,0.976620881677,1,6
overlapping,309,309,356,1,0.286227788908,6162,0.283329080465,0.989872721814,1,6
overlapping,310,310,357,1,0.284889795122,6153,0.279037792218,0.979458713498,1,6
overlapping,311,311,358,1,0.279289624129,6162,0.268909084934,0.962832349295,1,6
overlapping,312,312,359,1,0.282510055879,6148,0.26319583038,0.931633493757,1,6
overlapping,313,313,360,1,0.272410095969,6154,0.261217933718,0.958914289829,1,6
overlapping,314,314,361,1,0.26385312326,6152,0.262975245792,0.996672855498,1,6
overlapping,315,315,362,1,0.265352052938,6151,0.269025929835,1.01384529291,1,6
overlapping,316,316,363,1,0.277877177387,6144,0.26995400156,0.971486770157,1,6
overlapping,317,317,364,1,0.289935134709,6120,0.261159295635,0.900750769297,1,6
overlapping,318,318,365,1,0.288305141827,6119,0.257946508953,0.89469964815,1,6
overlapping,319,319,366,1,0.295439590519,6119,0.251545218065,0.851426911414,1,6
overlapping,320,320,367,1,0.298268576565,6136,0.252364933142,0.846099632919,1,6
overlapping,321,321,368,1,0.295852661148,6158,0.248392984078,0.839583403152,1,6
overlapping,322,322,369,1,0.298448222987,6132,0.25259384395,0.84635733938,1,6
overlapping,323,323,370,1,0.290091194286,6151,0.250683922509,0.864155573997,1,6
overlapping,324,324,371,1,0.291213452923,6162,0.250318058283,0.859569006069,1,6
overlapping,325,325,372,1,0.289282003342,6158,0.241057114618,0.833294542463,1,6
overlapping,326,326,373,1,0.289008959688,6156,0.244774410664,0.846944021833,1,6
overlapping,327,327,374,1,0.284504677651,6159,0.242859857333,0.853623424887,1,6
overlapping,328,328,375,1,0.280071870122,6174,0.241347891806,0.861735567021,1,6
overlapping,329,329,376,1,0.273919269005,6164,0.240549901922,0.878178095303,1,6
overlapping,330,330,377,1,0.268288586079,6170,0.23157669336,0.863162673986,1,6
overlapping,331,331,378,1,0.26283317532,6173,0.229385742348,0.872742727659,1,6
overlapping,332,332,379,1,0.263937813837,6156,0.22778582923,0.863028400207,1,6
overlapping,333,333,380,1,0.259590249444,6144,0.235359530408,0.906657822903,1,6
overlapping,334,334,381,1,0.253295199187,6125,0.227204020408,0.896992999223,1,6
overlapping,335,335,382,1,0.248638731726,6118,0.22630652892,0.910182123875,0,6
overlapping,336,336,383,1,0.250364551108,6135,0.227262654815,0.907726967774,1,6
overlapping,337,337,384,1,0.244986854494,6123,0.237360267446,0.968869402959,0,6
overlapping,338,338,385,1,0.241803751817,6103,0.248238682119,1.02661220206,0,6
