dataset_id,permutation_id,rule,selected_config_id,selected_configuration,optimizer_label,final_120_split_estimate
0,17,total_order,0,C00,optimizer-A,0.547472222222222
0,17,first_encountered,7,C07,optimizer-B,0.621222222222222
0,18,total_order,0,C00,optimizer-A,0.547472222222222
0,18,first_encountered,1,C01,optimizer-A,0.5628333333333335
0,19,total_order,0,C00,optimizer-A,0.547472222222222
0,19,first_encountered,7,C07,optimizer-B,0.621222222222222
0,20,total_order,0,C00,optimizer-A,0.547472222222222
0,20,first_encountered,6,C06,optimizer-B,0.610027777777778
0,21,total_order,0,C00,optimizer-A,0.547472222222222
0,21,first_encountered,0,C00,optimizer-A,0.547472222222222
0,22,total_order,0,C00,optimizer-A,0.547472222222222
0,22,first_encountered,1,C01,optimizer-A,0.5628333333333335
0,23,total_order,0,C00,optimizer-A,0.547472222222222
0,23,first_encountered,7,C07,optimizer-B,0.621222222222222
0,24,total_order,0,C00,optimizer-A,0.547472222222222
0,24,first_encountered,7,C07,optimizer-B,0.621222222222222
1,0,total_order,1,C01,optimizer-A,0.6069722222222221
1,0,first_encountered,2,C02,optimizer-A,0.6186388888888886
1,1,total_order,1,C01,optimizer-A,0.6069722222222221
1,1,first_encountered,2,C02,optimizer-A,0.6186388888888886
1,2,total_order,1,C01,optimizer-A,0.6069722222222221
1,2,first_encountered,2,C02,optimizer-A,0.6186388888888886
1,3,total_order,1,C01,optimizer-A,0.6069722222222221
1,3,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,4,total_order,1,C01,optimizer-A,0.6069722222222221
1,4,first_encountered,7,C07,optimizer-B,0.5556666666666668
1,5,total_order,1,C01,optimizer-A,0.6069722222222221
1,5,first_encountered,1,C01,optimizer-A,0.6069722222222221
1,6,total_order,1,C01,optimizer-A,0.6069722222222221
1,6,first_encountered,7,C07,optimizer-B,0.5556666666666668
1,7,total_order,1,C01,optimizer-A,0.6069722222222221
1,7,first_encountered,1,C01,optimizer-A,0.6069722222222221
1,8,total_order,1,C01,optimizer-A,0.6069722222222221
1,8,first_encountered,2,C02,optimizer-A,0.6186388888888886
1,9,total_order,1,C01,optimizer-A,0.6069722222222221
1,9,first_encountered,2,C02,optimizer-A,0.6186388888888886
1,10,total_order,1,C01,optimizer-A,0.6069722222222221
1,10,first_encountered,7,C07,optimizer-B,0.5556666666666668
1,11,total_order,1,C01,optimizer-A,0.6069722222222221
1,11,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,12,total_order,1,C01,optimizer-A,0.6069722222222221
1,12,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,13,total_order,1,C01,optimizer-A,0.6069722222222221
1,13,first_encountered,1,C01,optimizer-A,0.6069722222222221
1,14,total_order,1,C01,optimizer-A,0.6069722222222221
1,14,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,15,total_order,1,C01,optimizer-A,0.6069722222222221
1,15,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,16,total_order,1,C01,optimizer-A,0.6069722222222221
1,16,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,17,total_order,1,C01,optimizer-A,0.6069722222222221
1,17,first_encountered,7,C07,optimizer-B,0.5556666666666668
1,18,total_order,1,C01,optimizer-A,0.6069722222222221
1,18,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,19,total_order,1,C01,optimizer-A,0.6069722222222221
1,19,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,20,total_order,1,C01,optimizer-A,0.6069722222222221
1,20,first_encountered,1,C01,optimizer-A,0.6069722222222221
1,21,total_order,1,C01,optimizer-A,0.6069722222222221
1,21,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,22,total_order,1,C01,optimizer-A,0.6069722222222221
1,22,first_encountered,1,C01,optimizer-A,0.6069722222222221
1,23,total_order,1,C01,optimizer-A,0.6069722222222221
1,23,first_encountered,8,C08,optimizer-B,0.5600555555555555
1,24,total_order,1,C01,optimizer-A,0.6069722222222221
1,24,first_encountered,7,C07,optimizer-B,0.5556666666666668
2,0,total_order,2,C02,optimizer-A,0.5489444444444445
2,0,first_encountered,2,C02,optimizer-A,0.5489444444444445
2,1,total_order,2,C02,optimizer-A,0.5489444444444445
2,1,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,2,total_order,2,C02,optimizer-A,0.5489444444444445
2,2,first_encountered,2,C02,optimizer-A,0.5489444444444445
2,3,total_order,2,C02,optimizer-A,0.5489444444444445
2,3,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,4,total_order,2,C02,optimizer-A,0.5489444444444445
2,4,first_encountered,9,C09,optimizer-B,0.6198333333333335
2,5,total_order,2,C02,optimizer-A,0.5489444444444445
2,5,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,6,total_order,2,C02,optimizer-A,0.5489444444444445
2,6,first_encountered,9,C09,optimizer-B,0.6198333333333335
2,7,total_order,2,C02,optimizer-A,0.5489444444444445
2,7,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,8,total_order,2,C02,optimizer-A,0.5489444444444445
2,8,first_encountered,2,C02,optimizer-A,0.5489444444444445
2,9,total_order,2,C02,optimizer-A,0.5489444444444445
2,9,first_encountered,2,C02,optimizer-A,0.5489444444444445
2,10,total_order,2,C02,optimizer-A,0.5489444444444445
2,10,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,11,total_order,2,C02,optimizer-A,0.5489444444444445
2,11,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,12,total_order,2,C02,optimizer-A,0.5489444444444445
2,12,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,13,total_order,2,C02,optimizer-A,0.5489444444444445
2,13,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,14,total_order,2,C02,optimizer-A,0.5489444444444445
2,14,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,15,total_order,2,C02,optimizer-A,0.5489444444444445
2,15,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,16,total_order,2,C02,optimizer-A,0.5489444444444445
2,16,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,17,total_order,2,C02,optimizer-A,0.5489444444444445
2,17,first_encountered,9,C09,optimizer-B,0.6198333333333335
2,18,total_order,2,C02,optimizer-A,0.5489444444444445
2,18,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,19,total_order,2,C02,optimizer-A,0.5489444444444445
2,19,first_encountered,9,C09,optimizer-B,0.6198333333333335
2,20,total_order,2,C02,optimizer-A,0.5489444444444445
2,20,first_encountered,3,C03,optimizer-A,0.5624444444444444
2,21,total_order,2,C02,optimizer-A,0.5489444444444445
2,21,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,22,total_order,2,C02,optimizer-A,0.5489444444444445
2,22,first_encountered,9,C09,optimizer-B,0.6198333333333335
2,23,total_order,2,C02,optimizer-A,0.5489444444444445
2,23,first_encountered,8,C08,optimizer-B,0.6072499999999995
2,24,total_order,2,C02,optimizer-A,0.5489444444444445
2,24,first_encountered,8,C08,optimizer-B,0.6072499999999995
3,0,total_order,3,C03,optimizer-A,0.6101666666666665
3,0,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,1,total_order,3,C03,optimizer-A,0.6101666666666665
3,1,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,2,total_order,3,C03,optimizer-A,0.6101666666666665
3,2,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,3,total_order,3,C03,optimizer-A,0.6101666666666665
3,3,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,4,total_order,3,C03,optimizer-A,0.6101666666666665
3,4,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,5,total_order,3,C03,optimizer-A,0.6101666666666665
3,5,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,6,total_order,3,C03,optimizer-A,0.6101666666666665
3,6,first_encountered,9,C09,optimizer-B,0.5555277777777777
3,7,total_order,3,C03,optimizer-A,0.6101666666666665
3,7,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,8,total_order,3,C03,optimizer-A,0.6101666666666665
3,8,first_encountered,9,C09,optimizer-B,0.5555277777777777
3,9,total_order,3,C03,optimizer-A,0.6101666666666665
3,9,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,10,total_order,3,C03,optimizer-A,0.6101666666666665
3,10,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,11,total_order,3,C03,optimizer-A,0.6101666666666665
3,11,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,12,total_order,3,C03,optimizer-A,0.6101666666666665
3,12,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,13,total_order,3,C03,optimizer-A,0.6101666666666665
3,13,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,14,total_order,3,C03,optimizer-A,0.6101666666666665
3,14,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,15,total_order,3,C03,optimizer-A,0.6101666666666665
3,15,first_encountered,9,C09,optimizer-B,0.5555277777777777
3,16,total_order,3,C03,optimizer-A,0.6101666666666665
3,16,first_encountered,9,C09,optimizer-B,0.5555277777777777
3,17,total_order,3,C03,optimizer-A,0.6101666666666665
3,17,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,18,total_order,3,C03,optimizer-A,0.6101666666666665
3,18,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,19,total_order,3,C03,optimizer-A,0.6101666666666665
3,19,first_encountered,9,C09,optimizer-B,0.5555277777777777
3,20,total_order,3,C03,optimizer-A,0.6101666666666665
3,20,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,21,total_order,3,C03,optimizer-A,0.6101666666666665
3,21,first_encountered,3,C03,optimizer-A,0.6101666666666665
3,22,total_order,3,C03,optimizer-A,0.6101666666666665
3,22,first_encountered,10,C10,optimizer-B,0.5625000000000002
3,23,total_order,3,C03,optimizer-A,0.6101666666666665
3,23,first_encountered,4,C04,optimizer-A,0.6202777777777776
3,24,total_order,3,C03,optimizer-A,0.6101666666666665
3,24,first_encountered,9,C09,optimizer-B,0.5555277777777777
4,0,total_order,4,C04,optimizer-A,0.5519166666666669
4,0,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,1,total_order,4,C04,optimizer-A,0.5519166666666669
4,1,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,2,total_order,4,C04,optimizer-A,0.5519166666666669
4,2,first_encountered,11,C11,optimizer-B,0.6200277777777775
4,3,total_order,4,C04,optimizer-A,0.5519166666666669
4,3,first_encountered,4,C04,optimizer-A,0.5519166666666669
4,4,total_order,4,C04,optimizer-A,0.5519166666666669
4,4,first_encountered,4,C04,optimizer-A,0.5519166666666669
4,5,total_order,4,C04,optimizer-A,0.5519166666666669
4,5,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,6,total_order,4,C04,optimizer-A,0.5519166666666669
4,6,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,7,total_order,4,C04,optimizer-A,0.5519166666666669
4,7,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,8,total_order,4,C04,optimizer-A,0.5519166666666669
4,8,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,9,total_order,4,C04,optimizer-A,0.5519166666666669
4,9,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,10,total_order,4,C04,optimizer-A,0.5519166666666669
4,10,first_encountered,11,C11,optimizer-B,0.6200277777777775
4,11,total_order,4,C04,optimizer-A,0.5519166666666669
4,11,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,12,total_order,4,C04,optimizer-A,0.5519166666666669
4,12,first_encountered,4,C04,optimizer-A,0.5519166666666669
4,13,total_order,4,C04,optimizer-A,0.5519166666666669
4,13,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,14,total_order,4,C04,optimizer-A,0.5519166666666669
4,14,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,15,total_order,4,C04,optimizer-A,0.5519166666666669
4,15,first_encountered,11,C11,optimizer-B,0.6200277777777775
4,16,total_order,4,C04,optimizer-A,0.5519166666666669
4,16,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,17,total_order,4,C04,optimizer-A,0.5519166666666669
4,17,first_encountered,4,C04,optimizer-A,0.5519166666666669
4,18,total_order,4,C04,optimizer-A,0.5519166666666669
4,18,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,19,total_order,4,C04,optimizer-A,0.5519166666666669
4,19,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,20,total_order,4,C04,optimizer-A,0.5519166666666669
4,20,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,21,total_order,4,C04,optimizer-A,0.5519166666666669
4,21,first_encountered,5,C05,optimizer-A,0.5598055555555559
4,22,total_order,4,C04,optimizer-A,0.5519166666666669
4,22,first_encountered,10,C10,optimizer-B,0.6111388888888892
4,23,total_order,4,C04,optimizer-A,0.5519166666666669
4,23,first_encountered,4,C04,optimizer-A,0.5519166666666669
4,24,total_order,4,C04,optimizer-A,0.5519166666666669
4,24,first_encountered,11,C11,optimizer-B,0.6200277777777775
5,0,total_order,0,C00,optimizer-A,0.5611944444444447
5,0,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,1,total_order,0,C00,optimizer-A,0.5611944444444447
5,1,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,2,total_order,0,C00,optimizer-A,0.5611944444444447
5,2,first_encountered,11,C11,optimizer-B,0.5529722222222222
5,3,total_order,0,C00,optimizer-A,0.5611944444444447
5,3,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,4,total_order,0,C00,optimizer-A,0.5611944444444447
5,4,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,5,total_order,0,C00,optimizer-A,0.5611944444444447
5,5,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,6,total_order,0,C00,optimizer-A,0.5611944444444447
5,6,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,7,total_order,0,C00,optimizer-A,0.5611944444444447
5,7,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,8,total_order,0,C00,optimizer-A,0.5611944444444447
5,8,first_encountered,5,C05,optimizer-A,0.611666666666667
5,9,total_order,0,C00,optimizer-A,0.5611944444444447
5,9,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,10,total_order,0,C00,optimizer-A,0.5611944444444447
5,10,first_encountered,11,C11,optimizer-B,0.5529722222222222
5,11,total_order,0,C00,optimizer-A,0.5611944444444447
5,11,first_encountered,5,C05,optimizer-A,0.611666666666667
5,12,total_order,0,C00,optimizer-A,0.5611944444444447
5,12,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,13,total_order,0,C00,optimizer-A,0.5611944444444447
5,13,first_encountered,5,C05,optimizer-A,0.611666666666667
5,14,total_order,0,C00,optimizer-A,0.5611944444444447
5,14,first_encountered,5,C05,optimizer-A,0.611666666666667
5,15,total_order,0,C00,optimizer-A,0.5611944444444447
5,15,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,16,total_order,0,C00,optimizer-A,0.5611944444444447
5,16,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,17,total_order,0,C00,optimizer-A,0.5611944444444447
5,17,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,18,total_order,0,C00,optimizer-A,0.5611944444444447
5,18,first_encountered,5,C05,optimizer-A,0.611666666666667
5,19,total_order,0,C00,optimizer-A,0.5611944444444447
5,19,first_encountered,5,C05,optimizer-A,0.611666666666667
5,20,total_order,0,C00,optimizer-A,0.5611944444444447
5,20,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,21,total_order,0,C00,optimizer-A,0.5611944444444447
5,21,first_encountered,0,C00,optimizer-A,0.5611944444444447
5,22,total_order,0,C00,optimizer-A,0.5611944444444447
5,22,first_encountered,5,C05,optimizer-A,0.611666666666667
5,23,total_order,0,C00,optimizer-A,0.5611944444444447
5,23,first_encountered,6,C06,optimizer-B,0.6192777777777778
5,24,total_order,0,C00,optimizer-A,0.5611944444444447
5,24,first_encountered,6,C06,optimizer-B,0.6192777777777778
6,0,total_order,0,C00,optimizer-A,0.6101388888888891
6,0,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,1,total_order,0,C00,optimizer-A,0.6101388888888891
6,1,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,2,total_order,0,C00,optimizer-A,0.6101388888888891
6,2,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,3,total_order,0,C00,optimizer-A,0.6101388888888891
6,3,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,4,total_order,0,C00,optimizer-A,0.6101388888888891
6,4,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,5,total_order,0,C00,optimizer-A,0.6101388888888891
6,5,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,6,total_order,0,C00,optimizer-A,0.6101388888888891
6,6,first_encountered,6,C06,optimizer-B,0.5456666666666667
6,7,total_order,0,C00,optimizer-A,0.6101388888888891
6,7,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,8,total_order,0,C00,optimizer-A,0.6101388888888891
6,8,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,9,total_order,0,C00,optimizer-A,0.6101388888888891
6,9,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,10,total_order,0,C00,optimizer-A,0.6101388888888891
6,10,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,11,total_order,0,C00,optimizer-A,0.6101388888888891
6,11,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,12,total_order,0,C00,optimizer-A,0.6101388888888891
6,12,first_encountered,6,C06,optimizer-B,0.5456666666666667
6,13,total_order,0,C00,optimizer-A,0.6101388888888891
6,13,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,14,total_order,0,C00,optimizer-A,0.6101388888888891
6,14,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,15,total_order,0,C00,optimizer-A,0.6101388888888891
6,15,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,16,total_order,0,C00,optimizer-A,0.6101388888888891
6,16,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,17,total_order,0,C00,optimizer-A,0.6101388888888891
6,17,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,18,total_order,0,C00,optimizer-A,0.6101388888888891
6,18,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,19,total_order,0,C00,optimizer-A,0.6101388888888891
6,19,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,20,total_order,0,C00,optimizer-A,0.6101388888888891
6,20,first_encountered,6,C06,optimizer-B,0.5456666666666667
6,21,total_order,0,C00,optimizer-A,0.6101388888888891
6,21,first_encountered,0,C00,optimizer-A,0.6101388888888891
6,22,total_order,0,C00,optimizer-A,0.6101388888888891
6,22,first_encountered,1,C01,optimizer-A,0.6173888888888889
6,23,total_order,0,C00,optimizer-A,0.6101388888888891
6,23,first_encountered,7,C07,optimizer-B,0.5601944444444446
6,24,total_order,0,C00,optimizer-A,0.6101388888888891
6,24,first_encountered,7,C07,optimizer-B,0.5601944444444446
7,0,total_order,1,C01,optimizer-A,0.5515833333333333
7,0,first_encountered,2,C02,optimizer-A,0.5600833333333333
7,1,total_order,1,C01,optimizer-A,0.5515833333333333
7,1,first_encountered,2,C02,optimizer-A,0.5600833333333333
7,2,total_order,1,C01,optimizer-A,0.5515833333333333
7,2,first_encountered,2,C02,optimizer-A,0.5600833333333333
7,3,total_order,1,C01,optimizer-A,0.5515833333333333
7,3,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,4,total_order,1,C01,optimizer-A,0.5515833333333333
7,4,first_encountered,7,C07,optimizer-B,0.6097500000000003
7,5,total_order,1,C01,optimizer-A,0.5515833333333333
7,5,first_encountered,1,C01,optimizer-A,0.5515833333333333
7,6,total_order,1,C01,optimizer-A,0.5515833333333333
7,6,first_encountered,7,C07,optimizer-B,0.6097500000000003
7,7,total_order,1,C01,optimizer-A,0.5515833333333333
7,7,first_encountered,1,C01,optimizer-A,0.5515833333333333
7,8,total_order,1,C01,optimizer-A,0.5515833333333333
7,8,first_encountered,2,C02,optimizer-A,0.5600833333333333
7,9,total_order,1,C01,optimizer-A,0.5515833333333333
7,9,first_encountered,2,C02,optimizer-A,0.5600833333333333
7,10,total_order,1,C01,optimizer-A,0.5515833333333333
7,10,first_encountered,7,C07,optimizer-B,0.6097500000000003
7,11,total_order,1,C01,optimizer-A,0.5515833333333333
7,11,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,12,total_order,1,C01,optimizer-A,0.5515833333333333
7,12,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,13,total_order,1,C01,optimizer-A,0.5515833333333333
7,13,first_encountered,1,C01,optimizer-A,0.5515833333333333
7,14,total_order,1,C01,optimizer-A,0.5515833333333333
7,14,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,15,total_order,1,C01,optimizer-A,0.5515833333333333
7,15,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,16,total_order,1,C01,optimizer-A,0.5515833333333333
7,16,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,17,total_order,1,C01,optimizer-A,0.5515833333333333
7,17,first_encountered,7,C07,optimizer-B,0.6097500000000003
7,18,total_order,1,C01,optimizer-A,0.5515833333333333
7,18,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,19,total_order,1,C01,optimizer-A,0.5515833333333333
7,19,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,20,total_order,1,C01,optimizer-A,0.5515833333333333
7,20,first_encountered,1,C01,optimizer-A,0.5515833333333333
7,21,total_order,1,C01,optimizer-A,0.5515833333333333
7,21,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,22,total_order,1,C01,optimizer-A,0.5515833333333333
7,22,first_encountered,1,C01,optimizer-A,0.5515833333333333
7,23,total_order,1,C01,optimizer-A,0.5515833333333333
7,23,first_encountered,8,C08,optimizer-B,0.6188611111111114
7,24,total_order,1,C01,optimizer-A,0.5515833333333333
7,24,first_encountered,7,C07,optimizer-B,0.6097500000000003
8,0,total_order,2,C02,optimizer-A,0.6055555555555557
8,0,first_encountered,2,C02,optimizer-A,0.6055555555555557
8,1,total_order,2,C02,optimizer-A,0.6055555555555557
8,1,first_encountered,3,C03,optimizer-A,0.620611111111111
8,2,total_order,2,C02,optimizer-A,0.6055555555555557
8,2,first_encountered,2,C02,optimizer-A,0.6055555555555557
8,3,total_order,2,C02,optimizer-A,0.6055555555555557
8,3,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,4,total_order,2,C02,optimizer-A,0.6055555555555557
8,4,first_encountered,9,C09,optimizer-B,0.5588888888888892
8,5,total_order,2,C02,optimizer-A,0.6055555555555557
8,5,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,6,total_order,2,C02,optimizer-A,0.6055555555555557
8,6,first_encountered,9,C09,optimizer-B,0.5588888888888892
8,7,total_order,2,C02,optimizer-A,0.6055555555555557
8,7,first_encountered,3,C03,optimizer-A,0.620611111111111
8,8,total_order,2,C02,optimizer-A,0.6055555555555557
8,8,first_encountered,2,C02,optimizer-A,0.6055555555555557
8,9,total_order,2,C02,optimizer-A,0.6055555555555557
8,9,first_encountered,2,C02,optimizer-A,0.6055555555555557
8,10,total_order,2,C02,optimizer-A,0.6055555555555557
8,10,first_encountered,3,C03,optimizer-A,0.620611111111111
8,11,total_order,2,C02,optimizer-A,0.6055555555555557
8,11,first_encountered,3,C03,optimizer-A,0.620611111111111
8,12,total_order,2,C02,optimizer-A,0.6055555555555557
8,12,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,13,total_order,2,C02,optimizer-A,0.6055555555555557
8,13,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,14,total_order,2,C02,optimizer-A,0.6055555555555557
8,14,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,15,total_order,2,C02,optimizer-A,0.6055555555555557
8,15,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,16,total_order,2,C02,optimizer-A,0.6055555555555557
8,16,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,17,total_order,2,C02,optimizer-A,0.6055555555555557
8,17,first_encountered,9,C09,optimizer-B,0.5588888888888892
8,18,total_order,2,C02,optimizer-A,0.6055555555555557
8,18,first_encountered,3,C03,optimizer-A,0.620611111111111
8,19,total_order,2,C02,optimizer-A,0.6055555555555557
8,19,first_encountered,9,C09,optimizer-B,0.5588888888888892
8,20,total_order,2,C02,optimizer-A,0.6055555555555557
8,20,first_encountered,3,C03,optimizer-A,0.620611111111111
8,21,total_order,2,C02,optimizer-A,0.6055555555555557
8,21,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,22,total_order,2,C02,optimizer-A,0.6055555555555557
8,22,first_encountered,9,C09,optimizer-B,0.5588888888888892
8,23,total_order,2,C02,optimizer-A,0.6055555555555557
8,23,first_encountered,8,C08,optimizer-B,0.5487500000000003
8,24,total_order,2,C02,optimizer-A,0.6055555555555557
8,24,first_encountered,8,C08,optimizer-B,0.5487500000000003
9,0,total_order,3,C03,optimizer-A,0.5506666666666667
9,0,first_encountered,3,C03,optimizer-A,0.5506666666666667
9,1,total_order,3,C03,optimizer-A,0.5506666666666667
9,1,first_encountered,3,C03,optimizer-A,0.5506666666666667
9,2,total_order,3,C03,optimizer-A,0.5506666666666667
9,2,first_encountered,4,C04,optimizer-A,0.5620833333333335
9,3,total_order,3,C03,optimizer-A,0.5506666666666667
9,3,first_encountered,4,C04,optimizer-A,0.5620833333333335
9,4,total_order,3,C03,optimizer-A,0.5506666666666667
9,4,first_encountered,4,C04,optimizer-A,0.5620833333333335
9,5,total_order,3,C03,optimizer-A,0.5506666666666667
9,5,first_encountered,10,C10,optimizer-B,0.620416666666667
9,6,total_order,3,C03,optimizer-A,0.5506666666666667
9,6,first_encountered,9,C09,optimizer-B,0.6140555555555556
9,7,total_order,3,C03,optimizer-A,0.5506666666666667
