fixture,repetition,method,selected_identifier,selected_family,semantic_signature,validation_accuracy,heldout_accuracy,gap_stratum,a_minus_b_heldout_gap
0,36,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,37,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,38,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,39,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,40,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,41,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,42,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,43,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,44,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,45,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,46,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,47,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,48,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,49,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,50,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,51,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,52,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,53,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,54,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,55,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,56,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,57,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,58,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,59,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,60,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,61,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,62,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,63,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,64,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,65,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,66,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,67,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,68,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,69,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,70,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,71,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,72,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,73,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,74,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,75,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,76,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,77,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,78,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,79,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,80,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,81,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,82,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,83,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,84,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,85,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,86,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,87,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,88,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,89,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,90,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,91,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,92,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,93,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,94,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,95,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,96,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,97,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,98,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,99,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,100,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,101,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,102,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,103,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,104,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,105,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,106,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,107,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,108,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,109,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,110,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,111,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,112,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,113,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,114,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,115,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,116,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,117,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,118,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,119,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,120,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,121,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,122,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,123,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,124,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,125,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,126,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,127,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,128,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,129,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,130,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,131,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,132,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,133,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,134,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,135,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,136,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,137,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,138,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,139,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,140,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,141,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,142,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,143,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,144,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,145,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,146,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,147,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,148,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,149,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,150,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,151,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,152,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,153,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,154,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,155,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,156,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,157,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,158,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,159,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,160,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,161,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,162,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,163,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,164,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,165,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,166,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,167,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,168,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,169,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,170,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,171,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,172,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,173,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,174,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,175,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,176,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,177,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,178,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,179,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,180,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,181,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,182,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,183,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,184,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,185,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,186,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,187,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,188,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,189,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,190,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,191,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,192,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,193,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,194,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,195,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,196,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,197,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,198,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,199,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,200,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,201,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,202,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,203,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,204,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,205,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,206,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,207,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,208,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,209,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,210,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,211,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,212,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,213,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,214,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,215,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,216,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,217,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,218,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,219,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,220,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,221,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,222,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,223,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,224,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,225,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,226,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,227,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,228,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,229,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,230,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,231,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,232,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,233,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,234,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,235,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,236,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,237,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,238,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,239,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,240,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,241,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,242,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,243,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,244,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,245,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,246,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,247,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,248,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,249,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,250,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,251,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,252,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,253,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,254,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,255,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,256,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,257,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,258,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,259,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,260,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,261,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,262,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,263,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,264,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,265,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,266,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,267,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,268,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,269,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,270,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,271,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,272,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,273,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,274,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,275,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,276,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,277,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,278,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,279,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,280,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,281,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,282,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,283,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,284,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,285,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,286,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,287,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,288,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,289,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,290,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,291,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,292,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,293,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
0,294,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,295,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,296,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,297,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,298,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,299,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,300,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,301,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,302,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,303,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,304,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,305,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,306,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
0,307,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
