class,scenario,root_a,root_b,local_accept_a,local_accept_b,dual_acceptance,gossip_alert
attack,22,bcc5a7bc4188bcee46c6169f7afe42ce0f3cff9a487cc24b570a52755064bda1,e0745ee90cdb4f91811f5dc596b1da3aba7d0b596a74d40f500c82e9a34226ad,True,True,True,True
attack,23,ecc674d37972d005a1e85fc967dee085b3e87028ca90f959c4e90cdf997d7536,ec76d46e8fe4bfadd23dd97ccd252d58cc5367d3c4b3b7a0a908d65b9667b5f4,True,True,True,True
attack,24,0e26523a14863773689e445521736682fa3dbdf2cb0382de639ad1d92e90f64e,1c018b5299a7617431611b8acd56368b68a65bc4013c1d8f0417d4178b65d334,True,True,True,True
attack,25,0f221b14fd2031fecfb6e40be9a36fdba0d32cb89c6ce034e2b241a878909b0a,1a8f3930c60afa11fa807e7af3bd379345e817ed599be9d5d8d3a43b19a8bd4e,True,True,True,True
attack,26,1e8b44f219d5a5b2697b84ef9d9370e6528652287321d5ed4d401d1a3676c6b1,b153d5308a60c299321e834eb2e95b55178cc544cf99ecc821fe42f0d09a206d,True,True,True,True
attack,27,9645b41dd2326d57a6343b4ec057964519d649d15dcb18e1a863042784feff94,8f6d8e432036f6656497ccd1a526d0575db5be79cc5e0bbeb4d2797dcbf1338b,True,True,True,True
attack,28,50031ee8a0e9da46558e82f630b5aaf5e99bade7d4d17d0a66e0697d52d534fb,f12c519663b69d8d8d613f6c337bd44d1c59e3b4073a6d2ec18cbea7c276c59a,True,True,True,True
attack,29,9ae63f7f703d63fa41482f3f7194e092360ca25e5e1ad6d84247a022fcd70051,100c362e7a2e1435ba2a86389246724cc9099bc1b3046148cf9279d7c8ebded6,True,True,True,True
attack,30,b7c21fbe9a371b907f3c6d59b06c093810adcb5bc57a6799a9f8e679e08185c1,b3f59e07f1cf13443fc4e7f0642dc0cee6e1de8020b66944a8603d030b9d0131,True,True,True,True
attack,31,81998288ae8e3ab554521b75999dc94cbaebf068aabb1eaac846359d767c8282,379212a89c522e099562934caec6edd1ee642e490b322ad2b149d1e439a5e3e3,True,True,True,True
attack,32,235299a624b99750dab00b105ece4b303cddbc1f7810e62b5530acce57dc3a1d,d1b793a98969f607b792c741432409e3c4ec01f5a9251ab9b194e288540f268e,True,True,True,True
attack,33,6c7f5d965913de5ee01b1a4b077a1be3121c521b767175cdc5bd9b4dcaf56213,e6b2aecace25755b3daa857c00baf808ee739b5b7dd82fb7b72cd86ac3c4341d,True,True,True,True
attack,34,aab260c09040047cfae3a0bfbe4f46890a2a7443b8aa42caa32c2c37df9dc6da,c8dff712d2e7b4f087183944cbb70fb8021a400768af229afe69750a3920d286,True,True,True,True
attack,35,51a716f2a4ea85f43f2e83592f4a043c2d97bd61556536064724e85020e38972,79cbfb2c0e1802844c8ed309819191258c9fefb4923287ea36e18f62b2839b23,True,True,True,True
attack,36,b947f341da76d44a0b53a70fb255fc95f647964f6c5eeff79ada49c10c0c0dfb,723fd0d6bb6acdc44142ca3a7e5693acf9cd0a0db6847b4cf143d6095d063ed9,True,True,True,True
attack,37,19d875f583884bce883e4b28a59e522407481e177772dd7134984cab1955e64f,a5bfcfbf16d7e7f31a39666f18ae0da86b08489a6619a99493d2bdb0291d6732,True,True,True,True
attack,38,0153ecd4bcbb0dc44f845dcbaabba28595470a3e9caa0a855d8669bd7137756f,1263a41a17eefe6ed87d093020473e02c2388072c70e15f561eeee3300d981a3,True,True,True,True
attack,39,1d9b47efbc48e6cb1e39058d36d96b677a1a8a08d358e1f51a451b6ded368ecf,87d3e7093c53668185037a5aa6198dfe9190a93fca41807ad3ab226c066ab131,True,True,True,True
attack,40,523880a001da45a799b5023f5f142bd2327cdfba928633433e2d138444bac00c,71e60568bf17b06d6e525db8fd7fd0a94af358aa3cff9ac5cfe9527ca6b22083,True,True,True,True
attack,41,7941f9431d213ad064e9949cff4db98383d638a4fbe7a126c46a8c5c4da234be,bbe46d09a0edec3b62965e38b1432af5db6d1abf7fe117254c8c49b75254996b,True,True,True,True
attack,42,8ee172472c5a394f5cccb804747891d5d1916bd4d30ebb600ef1ebda4ecc09e4,3571605251b1038c3afc98ecc89ab3474c4884f83ff515215e132419c6a95a8c,True,True,True,True
attack,43,e3962bcccd29fc830cef36ca9978103a75ec9c197ba19184b9a7a117c20dd40e,9522deb3df6d26b10f3e6eda4714cc1c970763d27c4aa5722dec62fd15989246,True,True,True,True
attack,44,a645c67ad908af6bef357adeddf81079dbc2223d7dc981e030c415fb3a588f0e,12c04c30de0dbb9d48cdc273a421183263c5463e5dcdbe84b08574a45527226d,True,True,True,True
attack,45,7cd237c80c7df7eae6ff5a028bcbe934931965b79aaac0682756bdc1fbe70290,809ea441814496761ecf8f681e9a9a1d979ce94f84a7842186f27a957d0cec60,True,True,True,True
attack,46,7a041332aea285625e1a6e165708eae648fb1bdb84c1567757cb3ac62c35898d,0aa00d53c1c2a31493d09675421ffd7054858a13d551f433d3c1345b2fb3dd05,True,True,True,True
attack,47,192f186473897f582729c4cb422329d8f6a29c02bbff939262c1df07c671209d,3d126d2bd99f0b6ce0a44632c9dc835de56ac9e1b2689b153d47e1883c704360,True,True,True,True
attack,48,a97f1c8e131d050183cd35c2eb1c28350f2c6de39f818293cb58edc6dfb035be,3d669aeadac3588f57a22b71ac5c476fbce70594ea26d86116e74654c8852375,True,True,True,True
attack,49,b3d77dee3c192f89e352554b4dc4f242d3b11a0ccad62509f291d4f1d066ca1b,749d856daab884025af87f77b1b632808e0c245693207b089945ed1d163f63f0,True,True,True,True
attack,50,2a98168f8623cd4df7bf86347d632b515558795b1582d3716205bc90bd7e3f87,84db142daa5148b99321b7612bb4ee6081d4433d41c50b45a0f4ac094de7eb7a,True,True,True,True
attack,51,8dd83a2df14968f7eeaa0b19015f74c6012070466dc8dac6df12a0feb1dde7f4,c81b43d14ed5b3b5295b910faed2834cb356d0c15a81956cfd52c02bd7b4761b,True,True,True,True
attack,52,5132b2d6df8a8194aa412acbdf9886d6ea8b49feec01bedc819aabcad4de4fec,9e43479d6b082ca3fea4e96fb5971f0d9632e0e80029cebf2fc7adfdd29ffb94,True,True,True,True
attack,53,b2570e9d3c27cf2e339d4b529046c5283e02fcd5c1f0b1ea6a96ce169999c0fd,fb1472ed5578218077098f84ae7c23b2dfec1e2da852441d80ecf1c47f4671d7,True,True,True,True
attack,54,76d7ccc6741fa01fed6403a9c8e927b1951eb7d4ba30938fbb26aacf222eeb11,d21182f13ba51cbd3fc7377bf3804a645e077d4f474949e972adce7da80dca88,True,True,True,True
attack,55,ba6dc080eedc4ce52e9f62ecda449b24103c88039b529612616717b452031bf7,de769f42cbe8fb37f4fbee6e8a1608da53a33a682100f10a53812cac4a0e0c7d,True,True,True,True
attack,56,839f4436ffba98b4f5c48ac6c4d3225fd9e8f6ce48ad3355382f6b4f9d07a0f7,55eaec128d50c04b1e70347311e1cf739b1e8815f8cb11b6c0559dac6e546da3,True,True,True,True
attack,57,e79a35a17d719649ca5907c792c12d0a7193871f2812e2fcfdabe2f41cc2a1ee,e18307843d05a25373f5997f64eb1f009a97d9348e41ea9a5f6ad17a343e8ad0,True,True,True,True
attack,58,a38864547365842ec8f248d33ffa2cd80ad0394111b94172d11d7bc3f7f437f8,499143b263fde66c075ee1d88c01014fc88d24dac5efc00bfd83e838f343db9d,True,True,True,True
attack,59,94ba8603c57f99e0a1f03732e85ceb1c8a1a36844293f748316f2708728f9cac,084854d07883a78818d4bd30fccde04a76a12924b3a888182bbfa10051294f6c,True,True,True,True
attack,60,48fcb2278aa5a9b48bb0d4b9358d1e831fbcc0424a8e2db0d4ff1e0197fa0284,a7b926ab18bf12a5d73253288fe81373ec97f97c9487b203bea84c53b83fb3fe,True,True,True,True
attack,61,d93b60aa8c0b2b4f0421c91c29330dc39677a626aaece61b9b55e56c1fea482a,dbab96530fa0797c6eef178ec2b588e0949e072d0f92dd9607cd2e99b113282b,True,True,True,True
attack,62,fb42d403ebce2c7a4634e873f1fc8dfd9dba949f472ad0ab13f78b5e1fe4f979,e27763a7c2994ee3c5f34b0faafb506b5f148bf6cc62a206b8779550cef26e01,True,True,True,True
attack,63,77c66d51f37338f430e8d18a9abf239680ccb84add17e79ce293f8d34ecbaf34,1152833a3f1b8790ba99f780aa138b85d6ac52dacf1ca6939bc36ace0f7ff8e4,True,True,True,True
control,0,df751e56e8047a3722dc18f0ae717b531f2a5945f98f34be38036f7819069290,df751e56e8047a3722dc18f0ae717b531f2a5945f98f34be38036f7819069290,True,True,True,False
control,1,e66b9c4d4f35bebc81aba0934933b55cfde97a38b31d861b46dcd08f563ef285,e66b9c4d4f35bebc81aba0934933b55cfde97a38b31d861b46dcd08f563ef285,True,True,True,False
control,2,197340908caaa918632e6df59a09dc3fc1ffc02758a25f4fc50fc1b3be083a2d,197340908caaa918632e6df59a09dc3fc1ffc02758a25f4fc50fc1b3be083a2d,True,True,True,False
control,3,c8a145184ecdedc212f7f93ab4bf0ab61c2c58173974ccf17b01bf17d71a57b2,c8a145184ecdedc212f7f93ab4bf0ab61c2c58173974ccf17b01bf17d71a57b2,True,True,True,False
control,4,8ccb70ea1f02760c25ff71c746755c3722bc115307273dfacf00593260e87e73,8ccb70ea1f02760c25ff71c746755c3722bc115307273dfacf00593260e87e73,True,True,True,False
control,5,375c7d39e95a16c9fdf856686d6ab0b620ae514feded1866af77a734797d05e3,375c7d39e95a16c9fdf856686d6ab0b620ae514feded1866af77a734797d05e3,True,True,True,False
control,6,88a93892be52b61a7e3343b6627bcd563db357b654cf5e7feab5b247466d3a30,88a93892be52b61a7e3343b6627bcd563db357b654cf5e7feab5b247466d3a30,True,True,True,False
control,7,fdc15504bb5053f51ec41688dab14b3ceb7630dfd6352c9b413e8222a98ebc59,fdc15504bb5053f51ec41688dab14b3ceb7630dfd6352c9b413e8222a98ebc59,True,True,True,False
control,8,f218fbc753c59db6536566d2d91951ed3c771fcd6aaff9d63fe3c84fbbea076c,f218fbc753c59db6536566d2d91951ed3c771fcd6aaff9d63fe3c84fbbea076c,True,True,True,False
control,9,3b49ef329cf73a5314d84918b48c51a35a67056f76b48c2150e763a81517f953,3b49ef329cf73a5314d84918b48c51a35a67056f76b48c2150e763a81517f953,True,True,True,False
control,10,468d526a0994151e6f291fa3c7770cbcedcf4246cd5e210318539d048aa5b829,468d526a0994151e6f291fa3c7770cbcedcf4246cd5e210318539d048aa5b829,True,True,True,False
control,11,3dd50c6ee66d6cf09e7cebfb270c5d72da6f493e5c5e92fbf47526dd988289ab,3dd50c6ee66d6cf09e7cebfb270c5d72da6f493e5c5e92fbf47526dd988289ab,True,True,True,False
control,12,9d1d554977cc733f544ffdffa9a3167fe63e972dec6c8ed51eb50535f7dff34a,9d1d554977cc733f544ffdffa9a3167fe63e972dec6c8ed51eb50535f7dff34a,True,True,True,False
control,13,c06564e871b4a01516645d3896c1358c67f671f27a18642b62f5ae73851e3268,c06564e871b4a01516645d3896c1358c67f671f27a18642b62f5ae73851e3268,True,True,True,False
control,14,1b329bda84d30a18f4cb7cfaf0d1043dbb8e08df4bb80c34b9ed0137027bf2a3,1b329bda84d30a18f4cb7cfaf0d1043dbb8e08df4bb80c34b9ed0137027bf2a3,True,True,True,False
control,15,59c712514df59a971be3e8ab8f18041696be3b70f3f411fb8b9b0c8419d5f3b1,59c712514df59a971be3e8ab8f18041696be3b70f3f411fb8b9b0c8419d5f3b1,True,True,True,False
control,16,20266f9ccf49f0350d79d4b3a46f5841b059530a200d1d4b74732adb13d7922e,20266f9ccf49f0350d79d4b3a46f5841b059530a200d1d4b74732adb13d7922e,True,True,True,False
control,17,c26a94bc6f622634b3dad56f6b10e3c980bf8ea50179ab331ac2f60389e9a33d,c26a94bc6f622634b3dad56f6b10e3c980bf8ea50179ab331ac2f60389e9a33d,True,True,True,False
control,18,7846acca66c42ea713149d5a4e291ae4a2ede0c6c0809b9abe44dce11188be82,7846acca66c42ea713149d5a4e291ae4a2ede0c6c0809b9abe44dce11188be82,True,True,True,False
control,19,d528b151931ab5343c78904fb694f7d717470a76ed556f5d1824ec8141ad02db,d528b151931ab5343c78904fb694f7d717470a76ed556f5d1824ec8141ad02db,True,True,True,False
control,20,0bda6186051ad6c3968284e57992e72d2b19cba5c2cc6289bf6398fce183d623,0bda6186051ad6c3968284e57992e72d2b19cba5c2cc6289bf6398fce183d623,True,True,True,False
control,21,0d6f0315316ba3d6bc99166ee8c63e0f55f073efd6916bffb8057cab5b5aac1f,0d6f0315316ba3d6bc99166ee8c63e0f55f073efd6916bffb8057cab5b5aac1f,True,True,True,False
control,22,93102b4daa0fc80d9cdd833c4323164c90aee5fcd2ea84afc5c9c314442d93bb,93102b4daa0fc80d9cdd833c4323164c90aee5fcd2ea84afc5c9c314442d93bb,True,True,True,False
control,23,bcca6585ed104a66f58ee2d206228188814f1899e0dc6da1d808454290d3ee75,bcca6585ed104a66f58ee2d206228188814f1899e0dc6da1d808454290d3ee75,True,True,True,False
control,24,8f1aacf2549c0edff3edd377a957b8d64db3652f9f135d9599736c71a6bc75f7,8f1aacf2549c0edff3edd377a957b8d64db3652f9f135d9599736c71a6bc75f7,True,True,True,False
control,25,11f76a418f53cd7a8f7c2db83ef524bb101ac7f70ddb902612ff9fb307340ef1,11f76a418f53cd7a8f7c2db83ef524bb101ac7f70ddb902612ff9fb307340ef1,True,True,True,False
control,26,9c74263c8feb08cef5cbc06fc48ac613b652121e6d43b786d7241b559ef31e10,9c74263c8feb08cef5cbc06fc48ac613b652121e6d43b786d7241b559ef31e10,True,True,True,False
control,27,7073421d2d6e945341fa8c4d370e0bcecd672d5932ef0894c33e426f6c510a37,7073421d2d6e945341fa8c4d370e0bcecd672d5932ef0894c33e426f6c510a37,True,True,True,False
control,28,0d56df651a3ade55391b59d87d4ee3611d5d54ce0478bcb9dd698b8bc8522e2b,0d56df651a3ade55391b59d87d4ee3611d5d54ce0478bcb9dd698b8bc8522e2b,True,True,True,False
control,29,abd1206db0ac730ee586fd802deeb5261d35e4f24652b4aaccfc7eaf0b02715b,abd1206db0ac730ee586fd802deeb5261d35e4f24652b4aaccfc7eaf0b02715b,True,True,True,False
control,30,2b967c79be56dd11527e084bb1ceb1b555d24a45e02025fd228e8ee50f7dbc8e,2b967c79be56dd11527e084bb1ceb1b555d24a45e02025fd228e8ee50f7dbc8e,True,True,True,False
control,31,d2d8f6d655b534a3b2c7472248d579489cf3898912e457ca8c85e223233ea149,d2d8f6d655b534a3b2c7472248d579489cf3898912e457ca8c85e223233ea149,True,True,True,False
control,32,6849f6951f96d81bd783d65d12be76f4e0ddff301531d4ed9de2559e8affd83f,6849f6951f96d81bd783d65d12be76f4e0ddff301531d4ed9de2559e8affd83f,True,True,True,False
control,33,69930e631b0f938b2b0d59c15eda57731df64207d4da4d2ea04594da57f9cc34,69930e631b0f938b2b0d59c15eda57731df64207d4da4d2ea04594da57f9cc34,True,True,True,False
control,34,fb8da324fe8e900004f504373ec19b4b2d00b3c12761c426ae94ec5e15b1e11a,fb8da324fe8e900004f504373ec19b4b2d00b3c12761c426ae94ec5e15b1e11a,True,True,True,False
control,35,460b087b921a436c95324bb2850ee9cdaa56300d093dd4329d2b116b12aeaff9,460b087b921a436c95324bb2850ee9cdaa56300d093dd4329d2b116b12aeaff9,True,True,True,False
control,36,404e1aca1a8127b28bfab56ae4f536def71c12faf1d6088ac3176bbaf49cbc8e,404e1aca1a8127b28bfab56ae4f536def71c12faf1d6088ac3176bbaf49cbc8e,True,True,True,False
control,37,df9f9f43aa09965ddfd22b4172949b8f5271cbf97eabd7266f7cd05360863689,df9f9f43aa09965ddfd22b4172949b8f5271cbf97eabd7266f7cd05360863689,True,True,True,False
control,38,f90f2656a3cf40ce92f049ef107771856825b220bffd5daa616a139ff8b8fb2b,f90f2656a3cf40ce92f049ef107771856825b220bffd5daa616a139ff8b8fb2b,True,True,True,False
control,39,f3b94cfbc01b2d64205988aa547b6b06e04b1267e507b3c90f509fe97459e42e,f3b94cfbc01b2d64205988aa547b6b06e04b1267e507b3c90f509fe97459e42e,True,True,True,False
control,40,14048a099a8ccc2d8b75bc1d82a984ed0a43926109eb0dc815532ac7834d6cf2,14048a099a8ccc2d8b75bc1d82a984ed0a43926109eb0dc815532ac7834d6cf2,True,True,True,False
control,41,f5798217fdf5531c46242d7b7a690527339eb9d68be748c748e330a2bea49141,f5798217fdf5531c46242d7b7a690527339eb9d68be748c748e330a2bea49141,True,True,True,False
control,42,507d2b3e7fd84dca343cd7a55f9231d181138a170a1ca6f609798e11751b4b82,507d2b3e7fd84dca343cd7a55f9231d181138a170a1ca6f609798e11751b4b82,True,True,True,False
control,43,fa93ba02f5aee9d41daea6823300ce43b24e2564b6dca1ed818d2e2ee60670db,fa93ba02f5aee9d41daea6823300ce43b24e2564b6dca1ed818d2e2ee60670db,True,True,True,False
control,44,6c8a9ac84e55737161054bfdf85873584f142def719d4a6eeb6fc30fc18be580,6c8a9ac84e55737161054bfdf85873584f142def719d4a6eeb6fc30fc18be580,True,True,True,False
control,45,7a891da73ddbf9c64c454b33821281d8421ec4dbf489a1be17fd24928a53f46f,7a891da73ddbf9c64c454b33821281d8421ec4dbf489a1be17fd24928a53f46f,True,True,True,False
control,46,3992fe1b03cceade5d07666c535def51e9054ff4c9a448ad2db95e2e4513d45c,3992fe1b03cceade5d07666c535def51e9054ff4c9a448ad2db95e2e4513d45c,True,True,True,False
control,47,fadadeea93daa4eca656aa3fddb7b54b74edb92d2f876344912aab294098c696,fadadeea93daa4eca656aa3fddb7b54b74edb92d2f876344912aab294098c696,True,True,True,False
control,48,d9523f0f2de17ce7380cd7731880fa0e7b6963dd5abc749e1fb18942cf0a1669,d9523f0f2de17ce7380cd7731880fa0e7b6963dd5abc749e1fb18942cf0a1669,True,True,True,False
control,49,5f672af07877d83dc2fc8ce8ba7c38df22828668b55632b673ee0f38b398893c,5f672af07877d83dc2fc8ce8ba7c38df22828668b55632b673ee0f38b398893c,True,True,True,False
control,50,bca0c7c9023e55b08ea16ff2de1e3ff56c4e3e2ae16ff27b648754f97d8d1957,bca0c7c9023e55b08ea16ff2de1e3ff56c4e3e2ae16ff27b648754f97d8d1957,True,True,True,False
control,51,bbe01fda9d8aab62703682eebcfa0e0cb80bb5c6812f8f8020a109098d633c3a,bbe01fda9d8aab62703682eebcfa0e0cb80bb5c6812f8f8020a109098d633c3a,True,True,True,False
control,52,31b1536d7c5dbae39adbeb0bef4bd3ea4a5527b479a93238557ae6962f63e30a,31b1536d7c5dbae39adbeb0bef4bd3ea4a5527b479a93238557ae6962f63e30a,True,True,True,False
control,53,5a4240bec4d9515f75f787a0a2d0b9fb0cb29cb205fe637c384fd2cafc7f142c,5a4240bec4d9515f75f787a0a2d0b9fb0cb29cb205fe637c384fd2cafc7f142c,True,True,True,False
control,54,f4118d685d45c760a3c03945b0872b0eaaef852882ef7f11d83cac8f95c50b4c,f4118d685d45c760a3c03945b0872b0eaaef852882ef7f11d83cac8f95c50b4c,True,True,True,False
control,55,3a5e5ed2e478ce7a5091d80dd17775b89a90a02312a79af8751f45e93be5205c,3a5e5ed2e478ce7a5091d80dd17775b89a90a02312a79af8751f45e93be5205c,True,True,True,False
control,56,19bd4f418e0cb0535debe0708d1833b575b38f5a4f41b90b96a1a4a92ab51a1c,19bd4f418e0cb0535debe0708d1833b575b38f5a4f41b90b96a1a4a92ab51a1c,True,True,True,False
control,57,f52741c98a977d6d516ee008d91ade997dc21a335fdd2c4f8fa8877cec1e93db,f52741c98a977d6d516ee008d91ade997dc21a335fdd2c4f8fa8877cec1e93db,True,True,True,False
control,58,4882842c6256973ebef3e4cd4842c18e6d2f572cb4fe27ebbf3d5b1b14a314f2,4882842c6256973ebef3e4cd4842c18e6d2f572cb4fe27ebbf3d5b1b14a314f2,True,True,True,False
control,59,786eca881d3e052fd9d7a0cb5ac50088e84d0e8cbc6c4a5fd856fb0e4abe7e49,786eca881d3e052fd9d7a0cb5ac50088e84d0e8cbc6c4a5fd856fb0e4abe7e49,True,True,True,False
control,60,b94e6cb242ac06a5494b73ab6287335d1c378b088c3804395d51be775ba2097a,b94e6cb242ac06a5494b73ab6287335d1c378b088c3804395d51be775ba2097a,True,True,True,False
control,61,40a1eb4c02efd4943bb2a5adf72b767b2d62b4989e113caef6a4c711a20884d0,40a1eb4c02efd4943bb2a5adf72b767b2d62b4989e113caef6a4c711a20884d0,True,True,True,False
control,62,e133bf5a7968649a6a8e3daf2f9631ecb9bb9bc16e16557ee4b78499bd0ac951,e133bf5a7968649a6a8e3daf2f9631ecb9bb9bc16e16557ee4b78499bd0ac951,True,True,True,False
control,63,7f02c77f5028c10439d363156437c24c3289a54a034ee0cb9674c88681a58bfc,7f02c77f5028c10439d363156437c24c3289a54a034ee0cb9674c88681a58bfc,True,True,True,False
